analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id	core_branch	core_role	primary_reason	current_use	caveat	eligible_for_primary_stats
backbone_dentate_candidate		0.396011							dentate_candidate		0				0.384064			GSE95752		0.575646				0.747069			0.363005	0.363005			DG09		0.673611			37	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.73123				0.64112			backbone_refined	mouse		0.568716				0.545376			backbone_refined|GSE95752|C1_all_cells|DG09|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.340911							dentate_candidate		0				0.384064			GSE95752		0.550803				0.719714			0.33565	0.33565			DG10		0.673611			18	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.66972				0.579788			backbone_refined	mouse		0.575067				0.552323			backbone_refined|GSE95752|C1_all_cells|DG10|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	False
backbone_dentate_candidate		0.315654							dentate_candidate		0				0.384064			GSE95752		0.500398				0.677051			0.292987	0.292987			DG11		0.593861			36	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.630661				0.539079			backbone_refined	mouse		0.491066				0.458098			backbone_refined|GSE95752|C1_all_cells|DG11|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.377531							dentate_candidate		0				0.384064			GSE95752		0.570544				0.740122			0.356058	0.356058			DG12		0.723276			35	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.750562				0.657186			backbone_refined	mouse		0.616962				0.597047			backbone_refined|GSE95752|C1_all_cells|DG12|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.384555							dentate_candidate		0				0.384064			GSE95752		0.562476				0.73274			0.348676	0.348676			DG13		0.669174			27	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.673385				0.58337			backbone_refined	mouse		0.5588				0.532783			backbone_refined|GSE95752|C1_all_cells|DG13|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.379305							dentate_candidate		0				0.384064			GSE95752		0.653153				0.81003			0.425966	0.425966			DG14		0.72723			30	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.740509				0.649696			backbone_refined	mouse		0.604817				0.585541			backbone_refined|GSE95752|C1_all_cells|DG14|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.442919							dentate_candidate		0				0.384064			GSE95752		0.534583				0.707121			0.323057	0.323057			DG15		0.642853			51	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.709101				0.620061			backbone_refined	mouse		0.605013				0.585323			backbone_refined|GSE95752|C1_all_cells|DG15|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.421589							dentate_candidate		0				0.384064			GSE95752		0.479866				0.654147			0.270083	0.270083			DG16		0.621227			12	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.686725				0.597373			backbone_refined	mouse		0.588567				0.564916			backbone_refined|GSE95752|C1_all_cells|DG16|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	False
backbone_dentate_candidate		0.30429							dentate_candidate		0				0.384064			GSE95752		0.500896				0.675749			0.291685	0.291685			DG17		0.688091			40	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.639819				0.547655			backbone_refined	mouse		0.586003				0.562528			backbone_refined|GSE95752|C1_all_cells|DG17|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.240113							dentate_candidate		0.0630135				0.668258			GSE95752		0.461886				0.634173			-0.034085	-0.034085			DG19		0.770626			2	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.458706				0.370495			backbone_refined	mouse		0.489815				0.463092			backbone_refined|GSE95752|C1_all_cells|DG19|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	False
backbone_dentate_candidate		0.51616							dentate_candidate		0				0.384064			GSE95752		0.617705				0.780069			0.396005	0.396005			DG20		1.67733			51	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.982246				0.853669			backbone_refined	mouse		1.03792				0.899696			backbone_refined|GSE95752|C1_all_cells|DG20|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.488079							dentate_candidate		0				0.384064			GSE95752		0.657187				0.812419			0.428355	0.428355			DG21		1.35245			67	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.932648				0.817412			backbone_refined	mouse		0.914525				0.828919			backbone_refined|GSE95752|C1_all_cells|DG21|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.540675							dentate_candidate		0				0.384064			GSE95752		0.782925				0.906644			0.52258	0.52258			DG22		1.54452			81	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.927684				0.814155			backbone_refined	mouse		1.01172				0.887104			backbone_refined|GSE95752|C1_all_cells|DG22|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.526437							dentate_candidate		0				0.384064			GSE95752		0.667192				0.820886			0.436822	0.436822			DG23		1.39844			51	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.948259				0.834564			backbone_refined	mouse		0.991241				0.87538			backbone_refined|GSE95752|C1_all_cells|DG23|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.560218							dentate_candidate		0				0.384064			GSE95752		0.65911				0.813939			0.429875	0.429875			DG24		1.29449			82	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.884337				0.787017			backbone_refined	mouse		0.919023				0.831959			backbone_refined|GSE95752|C1_all_cells|DG24|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_candidate		0.568869							dentate_candidate		0				0.384064			GSE95752		0.75322				0.887864			0.5038	0.5038			DG25		1.263			70	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.994688				0.861051			backbone_refined	mouse		0.941513				0.84455			backbone_refined|GSE95752|C1_all_cells|DG25|backbone_dentate_candidate	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.25808							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DC12		0.524297			17	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.435612				0.354755			backbone_refined	mouse		0.390253				0.344768			backbone_refined|GSE95752|C1_all_cells|DC12|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	False
backbone_dentate_low_support		0.268357							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DG03		0.44794			11	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.469942				0.380156			backbone_refined	mouse		0.407698				0.364742			backbone_refined|GSE95752|C1_all_cells|DG03|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	False
backbone_dentate_low_support		0.234975							dentate_low_support		0				0.384064			GSE95752		0.198628				0.391012			0.006948	0.006948			DG04		0.55096			14	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.556762				0.457772			backbone_refined	mouse		0.442454				0.399914			backbone_refined|GSE95752|C1_all_cells|DG04|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	False
backbone_dentate_low_support		0.369678							dentate_low_support		0				0.384064			GSE95752		0.25993				0.450065			0.066001	0.066001			DG05		0.539491			25	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.571273				0.474815			backbone_refined	mouse		0.510542				0.483283			backbone_refined|GSE95752|C1_all_cells|DG05|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.360776							dentate_low_support		0				0.384064			GSE95752		0.310613				0.491967			0.107903	0.107903			DG06		0.613976			15	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.57658				0.481112			backbone_refined	mouse		0.503532				0.475033			backbone_refined|GSE95752|C1_all_cells|DG06|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	False
backbone_dentate_low_support		0.3505							dentate_low_support		0				0.384064			GSE95752		0.25993				0.450065			0.066001	0.066001			DG07		0.731373			37	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.594358				0.50152			backbone_refined	mouse		0.53091				0.507599			backbone_refined|GSE95752|C1_all_cells|DG07|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.277259							dentate_low_support		0				0.384064			GSE95752		0.25993				0.450065			0.066001	0.066001			DG08		0.572244			41	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.550355				0.448762			backbone_refined	mouse		0.470568				0.429874			backbone_refined|GSE95752|C1_all_cells|DG08|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.285111							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DG09		0.548271			45	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.554108				0.455059			backbone_refined	mouse		0.452887				0.409032			backbone_refined|GSE95752|C1_all_cells|DG09|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.25808							dentate_low_support		0				0.384064			GSE95752		0.173287				0.367347			-0.016717	-0.016717			DG10		0.490509			27	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.399458				0.332175			backbone_refined	mouse		0.40586				0.363873			backbone_refined|GSE95752|C1_all_cells|DG10|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.281185							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DG11		0.493715			52	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.423465				0.346287			backbone_refined	mouse		0.405363				0.361702			backbone_refined|GSE95752|C1_all_cells|DG11|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.202281							dentate_low_support		0				0.384064			GSE95752		0.212575				0.402845			0.018781	0.018781			DG12		0.514482			24	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.403817				0.334238			backbone_refined	mouse		0.359974				0.317629			backbone_refined|GSE95752|C1_all_cells|DG12|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.217008							dentate_low_support		0				0.384064			GSE95752		0.22397				0.414677			0.030613	0.030613			DG13		0.438125			34	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.497443				0.401324			backbone_refined	mouse		0.385212				0.338037			backbone_refined|GSE95752|C1_all_cells|DG13|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	True
backbone_dentate_low_support		0.263219							dentate_low_support		0				0.384064			GSE95752		0.24195				0.432371			0.048307	0.048307			DG14		0.46635			18	C1	dentate_gyrus	C1_all_cells	dentate_gyrus		0.506096				0.407946			backbone_refined	mouse		0.399727				0.356492			backbone_refined|GSE95752|C1_all_cells|DG14|backbone_dentate_low_support	mouse_dentate	mouse dentate maturation validation	Independent dentate single-cell maturation resource with many dentate candidate units.	Validates dentate granule maturation and structural-program behavior.	Older C1 platform; use as validation, not sole discovery backbone.	False
